Exposure	Outcome	bxy	se	p	nsnp
AC103965.1_GSMR	BDEP	0.00636513	0.00284015	0.0250178	10
AC104135.2_GSMR	BDEP	nan	nan	nan	nan
AC104135.3_GSMR	BDEP	nan	nan	nan	nan
AC104135.4_GSMR	BDEP	-0.0152388	0.015708	0.331983	1
AC104532.4_GSMR	BDEP	0.012084	0.0106001	0.25429	1
AC104534.2_GSMR	BDEP	0.0104623	0.0115381	0.364536	1
AC104634.3_GSMR	BDEP	nan	nan	nan	nan
AC104650.2_GSMR	BDEP	-0.00212256	0.00964182	0.825761	1
AC104653.1_GSMR	BDEP	nan	nan	nan	nan
AC104809.2_GSMR	BDEP	0.0118737	0.0219475	0.588505	1
AC104809.3_GSMR	BDEP	0.00511514	0.0300453	0.864816	1
AC104809.4_GSMR	BDEP	0.00143349	0.00847227	0.865641	1
AC104820.2_GSMR	BDEP	nan	nan	nan	nan
AC105020.1_GSMR	BDEP	nan	nan	nan	nan
AC105053.4_GSMR	BDEP	-0.00229109	0.00901151	0.79931	1
AC105344.2_GSMR	BDEP	nan	nan	nan	nan
AC105402.4_GSMR	BDEP	-0.0119415	0.0113558	0.292996	1
AC106801.1_GSMR	BDEP	0.0315507	0.0158921	0.04711	1
AC106900.6_GSMR	BDEP	nan	nan	nan	nan
AC108004.3_GSMR	BDEP	nan	nan	nan	nan
AC108448.2_GSMR	BDEP	-0.00961514	0.00824869	0.243754	1
AC108463.2_GSMR	BDEP	-0.00482183	0.006751	0.475079	1
AC108488.3_GSMR	BDEP	-0.00416505	0.00262134	0.112083	3
AC108488.4_GSMR	BDEP	-0.0160723	0.012781	0.208567	1
AC109309.4_GSMR	BDEP	nan	nan	nan	nan
AC109333.10_GSMR	BDEP	nan	nan	nan	nan
AC113189.5_GSMR	BDEP	-0.0048707	0.00251934	0.0531967	5
AC114752.3_GSMR	BDEP	-3.62007e-05	0.00330067	0.991249	6
AC116366.5_GSMR	BDEP	-0.00888179	0.00781259	0.255598	1
AC116366.6_GSMR	BDEP	0.0036996	0.00869398	0.670446	1
AC116614.1_GSMR	BDEP	-0.00231778	0.00286923	0.419202	7
AC118278.1_GSMR	BDEP	0.00562478	0.00196795	0.0042606	7
AC123768.4_GSMR	BDEP	-0.00906462	0.00754329	0.229488	1
AC124944.2_GSMR	BDEP	nan	nan	nan	nan
AC124944.3_GSMR	BDEP	0.00220562	0.00613821	0.719351	3
AC125232.1_GSMR	BDEP	nan	nan	nan	nan
AC125238.4_GSMR	BDEP	-0.00324558	0.00268163	0.226163	5
AC126365.4_GSMR	BDEP	nan	nan	nan	nan
AC127496.1_GSMR	BDEP	0.0290368	0.014841	0.0504035	1
AC127904.2_GSMR	BDEP	nan	nan	nan	nan
AC128709.1_GSMR	BDEP	-0.0011189	0.00299184	0.708417	9
AC129929.5_GSMR	BDEP	0.00540997	0.00646973	0.403044	1
AC130352.1_GSMR	BDEP	nan	nan	nan	nan
AC131971.1_GSMR	BDEP	nan	nan	nan	nan
AC132872.1_GSMR	BDEP	0.0088901	0.0104083	0.393029	1
AC132872.2_GSMR	BDEP	0.00942141	0.0213448	0.65893	1
AC133528.2_GSMR	BDEP	-0.0172577	0.0268544	0.520459	1
AC135178.1_GSMR	BDEP	0.0338379	0.0145219	0.0197995	1
AC137932.5_GSMR	BDEP	nan	nan	nan	nan
AC137932.6_GSMR	BDEP	nan	nan	nan	nan
AC138744.2_GSMR	BDEP	0.00974183	0.00705439	0.167291	1
AC139100.2_GSMR	BDEP	nan	nan	nan	nan
AC139887.4_GSMR	BDEP	-0.00736605	0.0133988	0.582488	1
AC141586.5_GSMR	BDEP	0.00653183	0.00773821	0.398613	1
AC144831.1_GSMR	BDEP	nan	nan	nan	nan
AC147651.4_GSMR	BDEP	0.0363749	0.0210584	0.0841078	1
AC159540.1_GSMR	BDEP	0.0050378	0.00257992	0.0508554	6
AC226150.4_GSMR	BDEP	-0.00831196	0.0101586	0.413233	1
ACAA1_GSMR	BDEP	nan	nan	nan	nan
ACAA2_GSMR	BDEP	-0.000817808	0.0077589	0.916056	3
ACACB_GSMR	BDEP	0.00156222	0.00320667	0.626132	14
ACAD10_GSMR	BDEP	0.0233404	0.0222569	0.294323	1
ACAD8_GSMR	BDEP	nan	nan	nan	nan
ACAD9_GSMR	BDEP	nan	nan	nan	nan
ACADM_GSMR	BDEP	-0.0120812	0.00474817	0.0109471	11
ACADSB_GSMR	BDEP	0.103134	0.0418904	0.0138164	1
ACADS_GSMR	BDEP	0.149521	0.0434852	0.000585066	1
ACADVL_GSMR	BDEP	-0.00192686	0.00549437	0.725816	5
ACAP1_GSMR	BDEP	-0.00120335	0.00338123	0.721922	12
ACAT1_GSMR	BDEP	nan	nan	nan	nan
ACAT2_GSMR	BDEP	0.0128648	0.00867309	0.137995	6
ACBD3_GSMR	BDEP	nan	nan	nan	nan
ACBD4_GSMR	BDEP	-0.0483403	0.0165743	0.00353888	3
ACBD5_GSMR	BDEP	0.0382805	0.0336994	0.255981	1
ACBD6_GSMR	BDEP	nan	nan	nan	nan
ACCS_GSMR	BDEP	-0.000878104	0.00189477	0.643053	16
ACD_GSMR	BDEP	nan	nan	nan	nan
ACE_GSMR	BDEP	-0.0137807	0.0340851	0.68599	1
ACER1_GSMR	BDEP	-0.0826563	0.0277598	0.00290558	1
ACER3_GSMR	BDEP	-0.0006137	0.00369748	0.868174	5
ACIN1_GSMR	BDEP	-0.00925946	0.0212893	0.66361	1
ACLY_GSMR	BDEP	-0.0134651	0.0118102	0.254233	1
ACN9_GSMR	BDEP	0.00996589	0.0151478	0.510596	3
ACO1_GSMR	BDEP	-0.00957916	0.00846676	0.257894	5
ACOT11_GSMR	BDEP	nan	nan	nan	nan
ACOT13_GSMR	BDEP	-0.0055842	0.00693985	0.421017	8
ACOT1_GSMR	BDEP	-0.0136414	0.00944554	0.148678	5
ACOT2_GSMR	BDEP	0.000525791	0.00753454	0.944366	7
ACOT4_GSMR	BDEP	0.0019862	0.00312577	0.52515	12
ACOT7_GSMR	BDEP	nan	nan	nan	nan
ACOT8_GSMR	BDEP	-0.0182302	0.0260233	0.483594	1
ACOX1_GSMR	BDEP	0.00351554	0.00247704	0.155827	9
ACOX2_GSMR	BDEP	-0.010232	0.0235417	0.663831	1
ACOX3_GSMR	BDEP	nan	nan	nan	nan
ACOXL_GSMR	BDEP	-0.0251415	0.0159469	0.114894	3
ACP1_GSMR	BDEP	0.0129046	0.014989	0.389271	1
ACP2_GSMR	BDEP	0.00371311	0.0037722	0.324951	5
ACP5_GSMR	BDEP	-0.00333347	0.00265013	0.208445	10
ACP6_GSMR	BDEP	-0.00369592	0.00314183	0.239452	10
ACPL2_GSMR	BDEP	0.00538263	0.00318036	0.0905589	7
ACPP_GSMR	BDEP	-0.00190234	0.00289229	0.510712	11
ACRBP_GSMR	BDEP	0.00823526	0.0269708	0.760108	1
ACSBG1_GSMR	BDEP	0.00481884	0.0172054	0.779418	1
ACSF2_GSMR	BDEP	nan	nan	nan	nan
ACSF3_GSMR	BDEP	nan	nan	nan	nan
ACSL1_GSMR	BDEP	0.0498978	0.0369215	0.176549	1
ACSL3_GSMR	BDEP	-0.0132528	0.016217	0.413803	3
ACSL5_GSMR	BDEP	0.0082144	0.00335573	0.0143704	10
ACSL6_GSMR	BDEP	0.00164805	0.0122826	0.893262	3
ACSM1_GSMR	BDEP	-0.00913879	0.00873087	0.295228	3
ACSM3_GSMR	BDEP	nan	nan	nan	nan
ACSS1_GSMR	BDEP	-0.00146111	0.00586643	0.803313	7
ACSS2_GSMR	BDEP	nan	nan	nan	nan
ACSS3_GSMR	BDEP	nan	nan	nan	nan
ACTA2_GSMR	BDEP	0.000583312	0.00193501	0.76307	28
ACTBP14_GSMR	BDEP	nan	nan	nan	nan
ACTBP8_GSMR	BDEP	-0.00424472	0.00167868	0.0114517	19
ACTG1_GSMR	BDEP	0.00475276	0.037173	0.898264	1
ACTG2_GSMR	BDEP	-0.0077295	0.0189988	0.684125	1
ACTL10_GSMR	BDEP	0.00613953	0.0165695	0.710985	1
ACTN1-AS1_GSMR	BDEP	-0.000948182	0.00414287	0.818969	4
ACTN1_GSMR	BDEP	0.0229282	0.0130475	0.0788698	3
ACTN3_GSMR	BDEP	-0.0449838	0.010872	3.50998e-05	3
ACTN4_GSMR	BDEP	0.0171439	0.0101499	0.0912053	5
ACTR10_GSMR	BDEP	-0.00703834	0.0083327	0.398298	3
ACTR1A_GSMR	BDEP	nan	nan	nan	nan
ACTR1B_GSMR	BDEP	0.00508365	0.00648606	0.433169	6
ACTR2_GSMR	BDEP	-0.00661285	0.0128195	0.605964	1
ACTR3C_GSMR	BDEP	0.000556946	0.0266252	0.983311	1
ACTR3_GSMR	BDEP	0.00936927	0.0231664	0.685894	1
ACTR5_GSMR	BDEP	0.0141566	0.00381101	0.000203485	12
ACTR8_GSMR	BDEP	-0.00932376	0.0165135	0.572335	3
ACVR1B_GSMR	BDEP	0.055639	0.0117569	2.21798e-06	1
ACVR1C_GSMR	BDEP	-0.000921087	0.0181549	0.959537	1
ACVR1_GSMR	BDEP	0.0206303	0.0144035	0.152055	3
ACVR2A_GSMR	BDEP	nan	nan	nan	nan
ACVR2B-AS1_GSMR	BDEP	nan	nan	nan	nan
ACVR2B_GSMR	BDEP	-0.0100444	0.00481407	0.036936	7
ACVRL1_GSMR	BDEP	-0.00283497	0.00530289	0.592921	4
ACY3_GSMR	BDEP	nan	nan	nan	nan
ACYP1_GSMR	BDEP	0.00853	0.0196949	0.664938	1
ACYP2_GSMR	BDEP	0.00428624	0.00412438	0.29869	13
AD000090.2_GSMR	BDEP	-0.00211015	0.0060781	0.728461	1
AD000092.3_GSMR	BDEP	0.00574363	0.0167506	0.731681	1
AD000684.2_GSMR	BDEP	nan	nan	nan	nan
ADA_GSMR	BDEP	nan	nan	nan	nan
ADAL_GSMR	BDEP	-0.00160419	0.00524906	0.759898	7
ADAM10_GSMR	BDEP	-0.0111587	0.00510396	0.0287945	5
ADAM11_GSMR	BDEP	-0.0228127	0.0272531	0.402554	1
ADAM12_GSMR	BDEP	0.0231524	0.0121731	0.0571801	6
ADAM15_GSMR	BDEP	-0.00139022	0.0039242	0.723138	14
ADAM17_GSMR	BDEP	-0.00292694	0.00667689	0.661119	6
ADAM19_GSMR	BDEP	0.010198	0.00400862	0.0109582	11
ADAM1A_GSMR	BDEP	-0.00246968	0.00245196	0.313827	5
ADAM1B_GSMR	BDEP	0.00494083	0.00550974	0.369855	1
ADAM22_GSMR	BDEP	-0.0205322	0.0284099	0.469857	1
ADAM23_GSMR	BDEP	nan	nan	nan	nan
ADAM28_GSMR	BDEP	nan	nan	nan	nan
ADAM29_GSMR	BDEP	0.00606624	0.0188704	0.747855	1
ADAM8_GSMR	BDEP	nan	nan	nan	nan
ADAM9_GSMR	BDEP	-0.000813389	0.0109536	0.940805	1
ADAMDEC1_GSMR	BDEP	nan	nan	nan	nan
ADAMTS10_GSMR	BDEP	-0.0429232	0.0290025	0.138878	1
ADAMTS13_GSMR	BDEP	nan	nan	nan	nan
ADAMTS17_GSMR	BDEP	0.000675784	0.00616646	0.912734	8
ADAMTS1_GSMR	BDEP	nan	nan	nan	nan
ADAMTS2_GSMR	BDEP	-0.0144326	0.0133359	0.279146	3
ADAMTS5_GSMR	BDEP	0.0100425	0.0119886	0.402215	5
ADAMTS6_GSMR	BDEP	0.0306783	0.00716633	1.86138e-05	5
ADAMTS8_GSMR	BDEP	0.0323633	0.0265447	0.222768	1
ADAMTSL2_GSMR	BDEP	nan	nan	nan	nan
ADAMTSL4_GSMR	BDEP	nan	nan	nan	nan
ADAP1_GSMR	BDEP	-0.000286155	0.00661645	0.965503	5
ADARB1_GSMR	BDEP	0.0201004	0.00696963	0.00392656	3
ADARB2_GSMR	BDEP	0.00692764	0.00287241	0.0158745	13
ADAR_GSMR	BDEP	nan	nan	nan	nan
ADAT1_GSMR	BDEP	0.004749	0.00305415	0.119962	10
ADAT2_GSMR	BDEP	nan	nan	nan	nan
ADC_GSMR	BDEP	0.00150671	0.0185084	0.935118	1
ADCK1_GSMR	BDEP	-6.79879e-06	0.00250942	0.997838	20
ADCK2_GSMR	BDEP	1.67859e-05	0.00320909	0.995826	6
ADCK3_GSMR	BDEP	0.0117246	0.00234271	5.59516e-07	27
ADCK4_GSMR	BDEP	0.0169966	0.013144	0.195974	3
ADCY10_GSMR	BDEP	nan	nan	nan	nan
ADCY10P1_GSMR	BDEP	-0.00152806	0.00277698	0.582142	11
ADCY3_GSMR	BDEP	nan	nan	nan	nan
ADCY4_GSMR	BDEP	-0.0120327	0.0322876	0.709392	1
ADCY6_GSMR	BDEP	-0.00868335	0.0292045	0.766215	1
ADCY7_GSMR	BDEP	0.00411724	0.00408534	0.313546	6
ADCY9_GSMR	BDEP	0.00162809	0.00364848	0.655425	12
ADD1_GSMR	BDEP	nan	nan	nan	nan
ADD2_GSMR	BDEP	nan	nan	nan	nan
ADD3_GSMR	BDEP	0.012554	0.00617107	0.0419181	7
ADH5_GSMR	BDEP	0.023377	0.00876373	0.0076424	3
ADHFE1_GSMR	BDEP	-0.00199945	0.00272838	0.46366	14
ADI1_GSMR	BDEP	0.00812107	0.005325	0.127238	5
ADIPOR1_GSMR	BDEP	0.00122141	0.0129434	0.924819	1
ADIPOR2_GSMR	BDEP	nan	nan	nan	nan
ADK_GSMR	BDEP	0.00535333	0.00250349	0.032489	6
ADM2_GSMR	BDEP	0.00984094	0.0222247	0.657915	1
ADM5_GSMR	BDEP	-0.00478458	0.020228	0.813019	1
ADM_GSMR	BDEP	0.0152246	0.00494209	0.00206579	10
ADNP2_GSMR	BDEP	nan	nan	nan	nan
ADNP_GSMR	BDEP	-0.0327447	0.0337213	0.331529	1
ADO_GSMR	BDEP	-0.0354232	0.00769781	4.18997e-06	6
ADORA1_GSMR	BDEP	-0.00708959	0.00359695	0.0487236	5
ADORA2A_GSMR	BDEP	-0.0206153	0.0145073	0.155309	1
ADORA2B_GSMR	BDEP	nan	nan	nan	nan
ADORA3_GSMR	BDEP	-0.00142022	0.00651399	0.827408	7
ADPGK-AS1_GSMR	BDEP	-0.00328499	0.0065782	0.617515	1
ADPGK_GSMR	BDEP	nan	nan	nan	nan
ADPRH_GSMR	BDEP	0.00179349	0.00613109	0.769886	9
ADPRHL1_GSMR	BDEP	nan	nan	nan	nan
ADPRM_GSMR	BDEP	0.00866029	0.0136091	0.524541	1
ADRA2A_GSMR	BDEP	0.00980819	0.0333261	0.768521	1
ADRB1_GSMR	BDEP	-0.012758	0.00735043	0.0826197	6
ADRB2_GSMR	BDEP	nan	nan	nan	nan
ADRBK2_GSMR	BDEP	0.00535706	0.0115037	0.641442	3
ADSL_GSMR	BDEP	0.000957487	0.0092079	0.917181	5
ADSS_GSMR	BDEP	0.00107184	0.00399997	0.788729	7
ADSSL1_GSMR	BDEP	0.00412715	0.0228504	0.856669	1
ADTRP_GSMR	BDEP	0.00321119	0.00484623	0.507576	6
AE000661.37_GSMR	BDEP	nan	nan	nan	nan
AE000661.50_GSMR	BDEP	0.0123648	0.00664449	0.0627576	3
AEBP1_GSMR	BDEP	-0.00234321	0.00783639	0.764927	5
AEBP2_GSMR	BDEP	0.0234009	0.0148096	0.114079	1
AEN_GSMR	BDEP	nan	nan	nan	nan
AF001548.5_GSMR	BDEP	-0.00187785	0.00178611	0.293093	10
AF001548.6_GSMR	BDEP	-0.0057641	0.00285805	0.043717	5
AF064858.8_GSMR	BDEP	-0.00685492	0.0073559	0.351391	3
AF127936.7_GSMR	BDEP	0.00438457	0.0298957	0.883399	1
AF131215.2_GSMR	BDEP	-0.0109338	0.00234101	3.00409e-06	35
AF131215.9_GSMR	BDEP	-0.0105324	0.00225799	3.09355e-06	34
AF131217.1_GSMR	BDEP	-0.0228347	0.016583	0.168513	1
AF146191.4_GSMR	BDEP	0.00398093	0.0035338	0.259942	1
AF216667.1_GSMR	BDEP	nan	nan	nan	nan
AFAP1_GSMR	BDEP	-0.00239802	0.00210996	0.255736	17
AFAP1L2_GSMR	BDEP	0.00190663	0.00897545	0.831774	6
AFF1_GSMR	BDEP	-0.0308508	0.0247433	0.212458	1
AFF3_GSMR	BDEP	-0.0105224	0.00496643	0.0341146	9
AFF4_GSMR	BDEP	0.00144506	0.010094	0.886163	3
AFG3L1P_GSMR	BDEP	nan	nan	nan	nan
AFG3L2_GSMR	BDEP	0.00178083	0.0190921	0.925684	1
AFMID_GSMR	BDEP	nan	nan	nan	nan
AFTPH_GSMR	BDEP	-0.000140676	0.0165859	0.993233	1
AGA_GSMR	BDEP	0.00235363	0.00219424	0.283433	16
AGAP1_GSMR	BDEP	0.00382356	0.00638899	0.549532	5
AGAP3_GSMR	BDEP	0.00563915	0.00467015	0.227244	7
AGAP4_GSMR	BDEP	0.00624764	0.00271348	0.0213102	9
AGAP6_GSMR	BDEP	nan	nan	nan	nan
AGBL2_GSMR	BDEP	-0.0207499	0.0244126	0.395345	1
AGBL5_GSMR	BDEP	-0.0561915	0.0364561	0.123232	1
AGER_GSMR	BDEP	-0.0172315	0.00654639	0.0084832	5
AGFG1_GSMR	BDEP	-0.0262197	0.0114764	0.0223325	3
AGGF1_GSMR	BDEP	nan	nan	nan	nan
AGK_GSMR	BDEP	nan	nan	nan	nan
AGL_GSMR	BDEP	0.00419216	0.0132666	0.752006	3
AGMAT_GSMR	BDEP	-0.0629756	0.0346893	0.0694598	1
AGMO_GSMR	BDEP	0.0176412	0.0128008	0.168161	3
AGPAT1_GSMR	BDEP	-0.00169608	0.0241932	0.94411	1
AGPAT3_GSMR	BDEP	nan	nan	nan	nan
AGPAT4_GSMR	BDEP	0.00618406	0.0108575	0.568971	5
AGPAT5_GSMR	BDEP	nan	nan	nan	nan
AGPAT6_GSMR	BDEP	0.00402097	0.010656	0.705919	3
AGPAT9_GSMR	BDEP	0.00471218	0.00683321	0.490446	3
AGPHD1_GSMR	BDEP	-0.0601114	0.0346954	0.0831763	1
AGPS_GSMR	BDEP	0.0112158	0.00806037	0.164082	5
AGRP_GSMR	BDEP	0.0110339	0.0129133	0.392847	1
AGTPBP1_GSMR	BDEP	0.0239937	0.00925099	0.00949666	5
AGTRAP_GSMR	BDEP	0.00824728	0.0145245	0.570159	3
AGXT2L2_GSMR	BDEP	nan	nan	nan	nan
AHCTF1_GSMR	BDEP	-0.004664	0.00635044	0.462682	5
AHCYL1_GSMR	BDEP	0.0332812	0.0174838	0.0569698	1
AHCYL2_GSMR	BDEP	0.0263697	0.0114646	0.0214431	5
AHI1_GSMR	BDEP	0.000109079	0.00233709	0.962774	13
AHNAK_GSMR	BDEP	0.0213919	0.0105715	0.0430179	3
AHR_GSMR	BDEP	-0.00631488	0.00561849	0.261036	11
AHRR_GSMR	BDEP	nan	nan	nan	nan
AHSA1_GSMR	BDEP	nan	nan	nan	nan
AHSA2_GSMR	BDEP	-0.00735242	0.00273612	0.00720607	14
AHSP_GSMR	BDEP	0.00357167	0.0106145	0.7365	3
AIF1_GSMR	BDEP	0.0353678	0.00602253	4.29072e-09	7
AIF1L_GSMR	BDEP	nan	nan	nan	nan
AIFM2_GSMR	BDEP	-0.00365676	0.00704827	0.603888	8
AIFM3_GSMR	BDEP	nan	nan	nan	nan
AIG1_GSMR	BDEP	-0.00206812	0.00616327	0.737206	5
AIM1_GSMR	BDEP	-0.00580278	0.00736304	0.430641	6
AIM1L_GSMR	BDEP	nan	nan	nan	nan
AIM2_GSMR	BDEP	-0.00756632	0.00865464	0.381982	3
AIMP1_GSMR	BDEP	nan	nan	nan	nan
AIMP2_GSMR	BDEP	-0.00717774	0.00613041	0.241662	6
AIP_GSMR	BDEP	0.0101321	0.0138687	0.46504	1
AJAP1_GSMR	BDEP	nan	nan	nan	nan
AK1_GSMR	BDEP	nan	nan	nan	nan
AK2_GSMR	BDEP	nan	nan	nan	nan
AK3_GSMR	BDEP	0.000997507	0.0034927	0.775186	9
AK3P3_GSMR	BDEP	nan	nan	nan	nan
AK4_GSMR	BDEP	nan	nan	nan	nan
AK5_GSMR	BDEP	-0.00747202	0.00402708	0.0635326	13
AK8_GSMR	BDEP	0.0187897	0.0140375	0.18072	1
AKAP10_GSMR	BDEP	0.00773326	0.00266802	0.00374952	10
AKAP11_GSMR	BDEP	0.0183452	0.0103756	0.0770435	5
AKAP12_GSMR	BDEP	nan	nan	nan	nan
AKAP13_GSMR	BDEP	-0.000867862	0.00703426	0.901809	9
AKAP1_GSMR	BDEP	0.0263684	0.0224411	0.239993	1
AKAP3_GSMR	BDEP	nan	nan	nan	nan
AKAP6_GSMR	BDEP	nan	nan	nan	nan
AKAP7_GSMR	BDEP	0.00627223	0.00384968	0.103252	17
AKAP8_GSMR	BDEP	-0.067315	0.0293488	0.0218123	1
AKAP9_GSMR	BDEP	0.0351743	0.0233808	0.132476	1
AKD1_GSMR	BDEP	0.000474148	0.00505915	0.925331	5
AKIP1_GSMR	BDEP	0.00798251	0.00293942	0.00661416	16
AKIRIN1_GSMR	BDEP	nan	nan	nan	nan
AKIRIN2-AS1_GSMR	BDEP	0.0144141	0.0120261	0.230697	1
AKIRIN2_GSMR	BDEP	nan	nan	nan	nan
AKNA_GSMR	BDEP	-0.0059513	0.00784335	0.44799	8
AKR1A1_GSMR	BDEP	-0.0191281	0.0177611	0.281497	1
AKR1B1_GSMR	BDEP	0.00105659	0.00532266	0.842647	12
AKR1C1_GSMR	BDEP	-0.00758327	0.0071262	0.287265	6
AKR1C2_GSMR	BDEP	-6.96589e-05	0.00296652	0.981266	14
AKR1C3_GSMR	BDEP	-0.00714526	0.0052806	0.176018	7
AKR1C4_GSMR	BDEP	nan	nan	nan	nan
AKR1C7P_GSMR	BDEP	-0.0046992	0.00286772	0.101286	6
AKR1CL1_GSMR	BDEP	-0.0195442	0.0113964	0.0863557	3
AKR1D1P1_GSMR	BDEP	0.00962374	0.00853807	0.259676	1
AKR1E2_GSMR	BDEP	-0.00478071	0.00745817	0.521521	6
AKR7A2_GSMR	BDEP	0.0131783	0.00691098	0.0565387	10
AKR7A3_GSMR	BDEP	0.0125334	0.0109384	0.251874	5
AKT1_GSMR	BDEP	-0.020516	0.0107168	0.0555721	3
AKT2_GSMR	BDEP	nan	nan	nan	nan
AKT3_GSMR	BDEP	nan	nan	nan	nan
AKTIP_GSMR	BDEP	-0.00180666	0.0036145	0.61719	8
AL020996.1_GSMR	BDEP	-0.0142101	0.0158196	0.369048	1
AL022344.7_GSMR	BDEP	nan	nan	nan	nan
AL022476.2_GSMR	BDEP	0.00700525	0.00958635	0.464931	1
AL031320.1_GSMR	BDEP	0.00141592	0.0126898	0.911157	1
AL031663.2_GSMR	BDEP	-0.0110506	0.00814411	0.174819	3
AL049757.3_GSMR	BDEP	-0.0659562	0.0235216	0.00504624	1
AL049840.1_GSMR	BDEP	0.00730402	0.00346662	0.0351214	5
AL109806.1_GSMR	BDEP	-0.017173	0.0126144	0.173394	1
AL133216.1_GSMR	BDEP	-0.00317531	0.00890112	0.721293	1
AL133318.1_GSMR	BDEP	0.0117991	0.0168776	0.48449	1
AL133458.1_GSMR	BDEP	-0.0026322	0.00184646	0.154	11
AL135998.1_GSMR	BDEP	nan	nan	nan	nan
AL137059.1_GSMR	BDEP	0.0116271	0.00896481	0.194641	1
AL137145.1_GSMR	BDEP	-0.00268781	0.0076921	0.726771	5
AL161915.1_GSMR	BDEP	-0.00230658	0.00409338	0.573101	6
AL353354.1_GSMR	BDEP	0.0117477	0.0128267	0.359728	1
AL353791.1_GSMR	BDEP	-0.00552686	0.00240359	0.0214813	1
AL353898.2_GSMR	BDEP	0.00854451	0.0136312	0.530767	1
AL353898.3_GSMR	BDEP	-0.00377164	0.0144635	0.79427	1
AL355490.1_GSMR	BDEP	0.0226861	0.0125659	0.0710177	1
AL357515.1_GSMR	BDEP	0.0113105	0.0101619	0.265695	1
AL357673.1_GSMR	BDEP	0.00831956	0.00792626	0.293893	1
AL359314.1_GSMR	BDEP	0.000536548	0.00386853	0.889691	5
AL392086.1_GSMR	BDEP	0.00247145	0.00456817	0.588498	3
AL450992.2_GSMR	BDEP	0.030448	0.0171998	0.0766847	1
AL512428.1_GSMR	BDEP	-0.000646247	0.00286376	0.821463	7
AL513344.1_GSMR	BDEP	-0.0178605	0.0086785	0.0395883	1
AL513477.1_GSMR	BDEP	0.00626585	0.00679195	0.356247	1
AL590822.2_GSMR	BDEP	-0.00200898	0.0177095	0.909681	1
AL591845.1_GSMR	BDEP	-0.0044425	0.00387395	0.25148	3
AL645728.1_GSMR	BDEP	-0.0038866	0.00467432	0.405702	1
AL672183.2_GSMR	BDEP	-0.0202289	0.0137889	0.142366	1
AL773604.8_GSMR	BDEP	-0.00402543	0.0131883	0.760193	1
ALAD_GSMR	BDEP	0.00334299	0.00877839	0.703337	3
ALAS1_GSMR	BDEP	-0.15216	0.0308329	8.0155e-07	1
ALB_GSMR	BDEP	-0.0210102	0.0239173	0.379699	1
ALCAM_GSMR	BDEP	0.00579808	0.00330075	0.0789865	12
ALDH16A1_GSMR	BDEP	0.02103	0.00734983	0.00421923	3
ALDH18A1_GSMR	BDEP	nan	nan	nan	nan
ALDH1A1_GSMR	BDEP	0.00577962	0.00510125	0.257222	13
ALDH1A2_GSMR	BDEP	nan	nan	nan	nan
ALDH1B1_GSMR	BDEP	-0.013966	0.0162045	0.388765	3
ALDH2_GSMR	BDEP	0.00677809	0.00534027	0.204355	6
ALDH3A2_GSMR	BDEP	nan	nan	nan	nan
ALDH3B1_GSMR	BDEP	0.0103691	0.00940522	0.270249	1
ALDH4A1_GSMR	BDEP	nan	nan	nan	nan
ALDH5A1_GSMR	BDEP	0.00166051	0.00446989	0.710274	12
ALDH6A1_GSMR	BDEP	0.0244105	0.0267473	0.361434	1
ALDH7A1_GSMR	BDEP	0.00247141	0.00545579	0.650557	5
ALDH8A1_GSMR	BDEP	0.00619435	0.00463472	0.181382	10
ALDH9A1_GSMR	BDEP	0.00408228	0.00326352	0.210977	14
ALDOB_GSMR	BDEP	nan	nan	nan	nan
ALDOC_GSMR	BDEP	0.0109976	0.00705032	0.11879	6
ALG10B_GSMR	BDEP	nan	nan	nan	nan
ALG10_GSMR	BDEP	0.00818988	0.00666688	0.219281	1
ALG11_GSMR	BDEP	nan	nan	nan	nan
ALG12_GSMR	BDEP	0.0181391	0.0119104	0.127768	1
ALG1L13P_GSMR	BDEP	nan	nan	nan	nan
ALG1L2_GSMR	BDEP	-0.00215125	0.00267547	0.421359	8
ALG1L6P_GSMR	BDEP	nan	nan	nan	nan
ALG1L_GSMR	BDEP	-0.00069703	0.00245368	0.776353	6
ALG3_GSMR	BDEP	0.0490063	0.0124356	8.12033e-05	3
ALG5_GSMR	BDEP	nan	nan	nan	nan
ALG6_GSMR	BDEP	nan	nan	nan	nan
ALG8_GSMR	BDEP	-0.0130875	0.0108443	0.227487	3
ALG9_GSMR	BDEP	0.0214107	0.0249859	0.391496	1
ALKBH1_GSMR	BDEP	0.0120447	0.00687444	0.0797561	6
ALKBH2_GSMR	BDEP	nan	nan	nan	nan
ALKBH3_GSMR	BDEP	nan	nan	nan	nan
ALKBH4_GSMR	BDEP	-0.00557452	0.0147799	0.706048	1
ALKBH5_GSMR	BDEP	0.0172731	0.0071789	0.016124	3
ALKBH7_GSMR	BDEP	-0.0229063	0.0116989	0.0502322	1
ALKBH8_GSMR	BDEP	-0.0127441	0.00940339	0.175332	5
ALMS1_GSMR	BDEP	0.0106801	0.00432616	0.0135596	5
ALMS1-IT1_GSMR	BDEP	0.0381143	0.0156076	0.0146047	1
ALMS1P_GSMR	BDEP	0.00548819	0.00503639	0.275843	3
ALOX12_GSMR	BDEP	nan	nan	nan	nan
ALOX12P2_GSMR	BDEP	-0.0936075	0.0349823	0.007454	1
